composition,icsdnum,energyperatom
C1B1Y1,42626.0,-7.529
B1Ta2,42525.0,-8.894
K3O8P2Sc1,196130.0,-6.754
K1O8P2W1,93527.0,-7.244
Au1Bi2La1,238704.0,-4.123
Ca2Pt3Sn5,410772.0,-4.213
O8Te3Zr1,9079.0,-6.296
B3Ca4La1O10,93152.0,-7.535
Be1La3S7Sb1,616308.0,-5.632000000000001
Pd4Sn16,413280.0,-4.025
Na2O7P2Pd1,72751.0,-6.202999999999999
Cl1La1O4S1,408944.0,-6.479
C2Ag1K1,410874.0,-4.667
Cl3O1W1,416393.0,-5.306
C2Ag1N3,68453.0,-6.885
C2Ag1N3,843.0,-6.892
Au1Bi5Na2O11,164986.0,-5.231
C2La2N4O1,391255.0,-8.476
Ag5O4P1Te1,420343.0,-3.85
Br6Hg3Se2Zr1,412467.0,-2.845
O15P4Si1Y2,185335.0,-7.803
Bi2Pt3Se2,195668.0,-4.0680000000000005
Au1Cl1O3Se1,32726.0,-4.107
N2O28Pd1S8,426273.0,-5.707000000000001
Cl4Hf1O16,62485.0,-4.736000000000001
C3Al1Ta4,162686.0,-9.02
Pb2Y1,105640.0,-4.672
O6Sn1Ta2,54078.0,-8.404
Hf5Pb1,168288.0,-7.353
O8Te3Ti1,98902.0,-6.114
Ag1La1Pb1,107099.0,-3.31
Cs1O12P3Zr2,250172.0,-7.73
La1O9P3,202640.0,-7.51
Ag2As1K1O4,409793.0,-4.476
C1B2La1Pt2,79565.0,-6.272
As1Au1O4,195289.0,-5.0569999999999995
Ag5Hg1O6Sb1,421241.0,-3.468
Cs1La1O12P4,59870.0,-7.2379999999999995
O4Pb1Pd2,263050.0,-4.931
O4Pb1Pd2,263049.0,-4.931
Au2Ca2Pb1,409531.0,-2.926
C1N3Ta2,182350.0,-8.5
Na1O7P2Y1,83657.0,-7.397
C3La2,618154.0,-7.269
C2Cl5La4,418410.0,-5.655
Ag1Na1O3S2,418297.0,-4.702
C2I9La5,415093.0,-4.612
As2K3La1O8,421979.0,-6.065
Cs1O8P2Ta1,20726.0,-7.551
C4Al3Hf2,161588.0,-7.61
C2Cl2O2Pt1,82803.0,-5.577999999999999
Au1Ba1Sn3,238018.0,-3.611
La2Sb1,641900.0,-4.867
K1O12P3Ti2,67091.0,-7.4639999999999995
B2K3O6Y1,245925.0,-6.814
C2Ag1Li1,410868.0,-4.846
K6N4O3W2,73549.0,-5.966
As1Se1Y1,611398.0,-5.973
B4Br5La4,405291.0,-5.2989999999999995
C10Cl4La8,416907.0,-6.807
Au1Pb4Rb3,107447.0,-2.702
I2O6Pd1,174518.0,-4.287
K2La1P2S7,279617.0,-4.915
O12P3Rb1Ti2,78427.0,-7.449
O12P3Rb1Ti2,78428.0,-7.447
C2Ag2O4,109602.0,-5.712999999999999
C1Pt3Sc1,190793.0,-5.272
B4Ta1,182094.0,-7.093
La1P2S6Tl1,195324.0,-5.067
C2La1Na1O6,20482.0,-7.4479999999999995
As3K1O12Zr2,69649.0,-6.975
P1Pb3Zr5,604196.0,-6.051
Br1Hf1N1,95720.0,-7.745
Br1Hf1N1,51773.0,-7.725
Ag3O4Sb1,417675.0,-4.038
Pd1Sb3Zr2,426315.0,-5.331
Pb1Se2Ta1,648539.0,-5.641
Ba5Cl2O9Ta2,240872.0,-7.172000000000001
Br1La5Sb3,50725.0,-4.992
C2Br10La6,416952.0,-4.95
Au1La1Pb1,612104.0,-3.813
C1Pd3Y1,190800.0,-4.935
La1Sn2,657383.0,-4.6610000000000005
Ag4Bi2O5,78968.0,-3.904
As3Na1O12Ti2,421531.0,-6.69
Ag2O3Se1,78388.0,-3.903
Au2P2Se6Tl2,171216.0,-3.5469999999999997
C1In1Zr2,163516.0,-6.962000000000001
K2La1P2Se7,279611.0,-4.378
Ag9Ge2I1O8,380303.0,-3.5210000000000004
Bi1La2,616761.0,-4.694
Br7S1Ta3,51101.0,-4.893
Au2Ba1O16S4,427677.0,-5.595
Ag1N2Na1O4,20926.0,-5.2410000000000005
Ag1Bi1O3,89432.0,-4.599
As1O1Y1Zn1,163780.0,-5.894
Ga1Pb3Zr5,604202.0,-5.6160000000000005
La1N2O1Ta1,411138.0,-9.002
Ag1In1O7P2,261150.0,-6.303
C1La9O4Sb5,422099.0,-6.49
La5Pb4,23564.0,-4.533
Be2O7Si1Y2,23233.0,-8.068
Hf1P2S6,47228.0,-5.557
La1Sb1Sc1,427126.0,-5.2589999999999995
B3O9Sr3Y1,246230.0,-7.632000000000001
C1Sb3Zr5,618767.0,-6.768
Be13Hf1,150775.0,-4.243
O3Pd1Se1,249504.0,-4.936
O3Pd1Se1,415955.0,-4.931
La1Sn1,423421.0,-4.824
Ag1O4P1Zn1,260974.0,-5.562
Au1O4S1,411949.0,-5.065
O7P2Pb1Pd1,195305.0,-6.495
Ba1O1Sb2Ti2,237789.0,-5.75
Ba1O1Sb2Ti2,430061.0,-5.75
C5Al3Hf2,601454.0,-7.457999999999999
C1Sn1Ti2,86812.0,-6.749
Ag5Cl5Hg4P8,416360.0,-2.897
Ag1Li2Sn2,426085.0,-2.7960000000000003
Ag3P4S12Tl5,195333.0,-3.908
C1Ag1N3O2,408288.0,-6.131
Li1O6Sb1W1,202748.0,-6.945
C3Na3O9Y1,237769.0,-7.028
C2La1,618170.0,-7.648
O2P1Ti3,76020.0,-7.069
Ag2O4Se1,413089.0,-4.086
Ag1As1Hg1S3,31194.0,-3.162
O32P4W8,248424.0,-8.059
Sb1Y3,651740.0,-5.7379999999999995
Br1O4W1Y1,428802.0,-7.767
Bi2Ca1O9Ta2,20667.0,-7.646
Ca1N1O2Ta1,161824.0,-8.367
Au1Na1O14S4,422910.0,-5.526
B10Ca1La2O19,92866.0,-8.082
Cl4O1W1,25519.0,-4.885
Hg1O8P2Pd2,195304.0,-5.734
O6Sb1Sr2Y1,157886.0,-6.906000000000001
O6Sb1Sr2Y1,154033.0,-6.968
La4Pb3,641648.0,-4.538
Ag2I6O18Ti1,420852.0,-4.511
O26Pd1Rb2S8,425728.0,-5.682
B1Hf1,76128.0,-7.771
Br12Ta2Te4,401905.0,-3.531
Pb2Pd1,102803.0,-3.674
B2Ge1Ta5,196227.0,-8.587
Ag1Mg1Sb1,187151.0,-2.336
Ag1Mg1Sb1,187150.0,-2.3280000000000003
B1La1O3,35535.0,-8.257
B1La1O3,15383.0,-8.252
K1O12P3Zr2,4427.0,-7.751
Li2O7P2Pd1,72741.0,-6.337999999999999
Hf1O8Te3,9078.0,-6.468999999999999
C1Ag1N1O1,18149.0,-5.982
Bi24O40Ti2,75389.0,-6.047999999999999
O4Pd1S1,79559.0,-5.443
La2O6Te1,62134.0,-7.146
Ag1K1N2O6,100711.0,-5.352
As1K3Se11Ta2,413600.0,-4.553
C2Cl9La5,401150.0,-5.435
O11P2W2,24072.0,-7.76
C1Cs1I14Zr6,60917.0,-4.26
Bi1La2O2,422645.0,-7.151
Be2Ge1O7Y2,39122.0,-7.712000000000001
As1Na1O5Ti1,421302.0,-6.6579999999999995
Ag3I1N2O6,14248.0,-4.409
Ba2La1O6Sb1,153136.0,-6.813
Ba2La1O6Sb1,151816.0,-6.813
Au1O8Rb1Se2,413989.0,-4.783
La2Pb1Zn5,250756.0,-2.661
B1Pt2,615207.0,-4.8389999999999995
C1In1Ti2,42920.0,-6.401
B1Ta1,615510.0,-8.738
Pb3Y1,105642.0,-4.425
I4O1Ta4Te9,59376.0,-4.7669999999999995
C1Hf2Tl1,618061.0,-7.513
N4Na2O12Pd1,92625.0,-5.684
Ag2O3Te1,100694.0,-3.93
C5Al3Zr2,87349.0,-7.104
Bi2O6W1,66579.0,-7.0120000000000005
Bi2O6W1,171328.0,-7.002000000000001
Bi2O6W1,171327.0,-7.0120000000000005
B1La3N2O3,427260.0,-8.135
Ag3N1O3S1,25523.0,-3.8739999999999997
C4Ag4N4S4,159142.0,-5.3420000000000005
Br6Cl8Cs2W6,9313.0,-4.735
B8La9Na3O27,245228.0,-7.862
B8La9Na3O27,155541.0,-7.862
B4O11Sc2Sr2,86435.0,-7.9270000000000005
B4Ta3,44589.0,-8.504
Se1Sn3Zr5,656302.0,-6.147
O6Pb3W1,187895.0,-6.653
I1Ta1Te4,67533.0,-4.168
C1Au1Cl1O1,33526.0,-4.732
Ag4I2O4Se1,418902.0,-3.14
Ca5N4O2W1,409475.0,-6.941
Cl7O1S1Ta1,411518.0,-4.196000000000001
Be2Hf1,616288.0,-5.379
Ag2O3S1,4433.0,-4.189
O7P2Ti1,290278.0,-7.5729999999999995
C1Cl1La2,400894.0,-5.7410000000000005
Na1O8P1W2,93368.0,-7.6339999999999995
Cl10P1Ta1,26097.0,-3.795
Ag2Bi1O3,415959.0,-4.043
Ag2Bi1O3,415960.0,-4.043
Ag2Bi1O3,410665.0,-4.0360000000000005
Br1O4Y3,419384.0,-8.047
O4P1Sc1,74483.0,-7.952999999999999
B1La1Pt2,98425.0,-5.422000000000001
C4Ag1N3,43823.0,-7.271
C2Ag1K1N2,30275.0,-6.065
B1Pt3Y1,190791.0,-5.376
Ba2O6Sb1Sc1,33623.0,-4.675
Au1Cs3Pb4,107448.0,-2.682
Pb3S1Zr5,604197.0,-5.9479999999999995
Ag2O7Te2,416281.0,-4.591
Au2K2P2Se6,165322.0,-3.602
C7I14O2Y16,85450.0,-5.91
C4N4Pt1Tl2,202570.0,-6.88
C2La1Li1N4,420440.0,-7.917999999999999
Cl4Cs2I2Pd1,240484.0,-2.779
Ag2O2Pb1,24037.0,-3.6010000000000004
Sb2Ta1,651600.0,-5.9670000000000005
Sb2Ta1,52311.0,-5.9670000000000005
Al1Pb3Zr5,604194.0,-5.632999999999999
Ag1N1O5Te1,63031.0,-5.131
Bi2O6Ti1Zn1,162766.0,-6.246
Bi2O6Ti1Zn1,186802.0,-6.247000000000001
Bi2O6Ti1Zn1,162768.0,-6.261
Bi2O6Ti1Zn1,186803.0,-6.274
Bi2O6Ti1Zn1,186800.0,-6.051
La1Li1O12P4,416877.0,-7.297000000000001
C1B1Cl3La3,415102.0,-5.611000000000001
O1P1Y1Zn1,418523.0,-6.146
Au1La1Sb1,251686.0,-4.2780000000000005
C1Tl1Zr2,618976.0,-6.792000000000001
I1La5Sn3,95240.0,-4.599
C2S2Ti4,43673.0,-7.306
O3Sn1Ta1,27118.0,-7.609
Ca1O8P2Zr1,150877.0,-7.75
C2Sn1Ti3,160572.0,-7.249
C2I10La6,415092.0,-4.541
K1O7P2Y1,160190.0,-7.41
K1O7P2Y1,75171.0,-7.402
As2Ba1O1Ti2,169074.0,-6.144
La2Sn5,261871.0,-4.632
C1In1Ta2,163523.0,-7.944
Pb1Se4Tl2Zr1,237508.0,-4.475
Ba2O21Ta6Te2,405108.0,-8.147
Br1O1Sc1,170774.0,-6.709
Ag1Sb2Y1,190094.0,-4.205
C5Al3Zr3,43476.0,-7.527
C5Al3Zr3,159412.0,-7.527
Ag1Bi1O8W2,190732.0,-7.1
B1O3Y1,100015.0,-8.539
B1O3Y1,44162.0,-8.539
Bi4Li2O12Ti3,93540.0,-6.587999999999999
Cl4O16Ti1,59176.0,-4.522
I1La5Pb3,409778.0,-4.39
Cl3La4N1S3,74902.0,-6.122999999999999
I4O1Te9Ti4,82142.0,-4.228
N1O6Ta3,247270.0,-9.246
As1La1O1Zn1,189389.0,-5.644
Au1La1Sn1,429889.0,-4.113
C1Ta1,618832.0,-9.789
C1Ta1,169400.0,-9.363999999999999
Cl1Hf1N1,261539.0,-7.965
Au2Ba1Sn2,238025.0,-3.2680000000000002
C5Al3Hf3,161587.0,-7.972
O6Rb1Se2Y1,238045.0,-6.122999999999999
Cl10N2S2W2,36292.0,-4.523
Ag6O8S1Si1,6225.0,-4.356
La1Li1Sn2,641391.0,-4.138999999999999
O8S2Zr1,20471.0,-6.78
Li2O6Te1W1,250678.0,-6.526
C1Al1Pt3,43864.0,-4.61
La1O1Sb1Zn1,182893.0,-5.388
Cl12Ta2Te4,401907.0,-3.97
B4La1,614602.0,-6.7010000000000005
B1Pd5,192021.0,-3.747
C2Au1Li1,411253.0,-5.2589999999999995
C1Ag1,183176.0,-2.52
C1Ag1,183175.0,-2.5810000000000004
La1Se1Te2,413171.0,-4.739
C1In1La3,80956.0,-5.114
Hf1O1S1,23327.0,-8.342
Cl12Hf1Se2,404545.0,-3.343
C4Cs1I18Y10,402129.0,-4.851
C2Au1K1N2,26498.0,-6.32
O5S1Ti1,81348.0,-6.941
O5S1Ti1,80627.0,-6.934
Bi1O2Y2,261432.0,-7.64
C1Al1Ti2,157767.0,-6.686
O8P2Rb1Ta1,54098.0,-7.547000000000001
C1Cs2I18Zr7,72606.0,-4.088
B2O4Pd1,32539.0,-7.042000000000001
As3Ba3O1Ta1,280155.0,-5.7
Au1Cs3Sn4,107446.0,-2.906
Pd1Sb7Zr3,426314.0,-5.218999999999999
Cl6N6S4W2,405886.0,-5.617000000000001
Sn2Zr1,652857.0,-5.285
Mg1O6Pb2W1,79787.0,-6.78
Mg1O6Pb2W1,67880.0,-6.768
Bi4O12Ti3,87811.0,-6.941
Bi4O12Ti3,151452.0,-7.002000000000001
Bi4O12Ti3,237194.0,-7.002000000000001
Bi4O12Ti3,151886.0,-6.999
Ga1La3O1S5,38067.0,-6.202999999999999
K1O6Te2Y1,291295.0,-6.169
La1Pb1Pd1,657940.0,-4.323
La1Li3Sb2,49625.0,-3.897
P4S14Tl4Y2,195316.0,-4.919
Ag3As1O4,76969.0,-4.083
B2O12Pb6W1,186154.0,-6.69
O9Sc2Se3,98624.0,-6.484
C1Tl1Y3,42923.0,-6.056
La2Sn1Zn5,250752.0,-2.763
Bi2O4Pd1,9622.0,-5.388
Bi2O4Pd1,200145.0,-5.477
C4I15La10,415094.0,-4.726
Ag2O4S1,69096.0,-4.569
Ag2O4S1,27655.0,-4.569
Hf1I1N1,190384.0,-7.4079999999999995
Ga1La1O1S2,2238.0,-5.995
C1La2O5,51468.0,-8.103
I2La2Te1,240699.0,-4.385
Ba2Bi1O6Ta1,153122.0,-7.266
Ag2O7P2Pd1,260074.0,-5.622999999999999
Bi2La1Li1,415728.0,-4.282
Ba2Bi1La1O6,195218.0,-6.569
Cl1La1Te1,426279.0,-5.046
Cl1La1Te1,426280.0,-5.043
N1O1Ta1Zr1,76012.0,-8.542
La1N3O6,281587.0,-6.735
La1Na1O6Se2,68467.0,-5.999
S1Sn3Zr5,656296.0,-6.305
Au1Bi2O5,82092.0,-5.135
La3N1S3,416221.0,-6.776
B2Hf1O5,417031.0,-8.632
Bi2O10Te2W1,78917.0,-6.362
C2B3Y2,90269.0,-7.496
N2O6Pd1,425998.0,-5.638999999999999
O13Te5Y2,418855.0,-6.305
Au1Bi2Na1O5,164985.0,-5.024
Au1Cl1O1,8190.0,-3.0
B3La1O6,415962.0,-8.17
B3La1O6,20355.0,-8.166
Au1Cl5O18,94863.0,-3.875
Ag3N1O3Se1,33581.0,-3.701
B2Cs1O6Ta1,80423.0,-7.942
Ba1La1Sb2Se6,421269.0,-4.63
Br1La1O1,202063.0,-6.6
Br1La5Sn3,95239.0,-4.724
Bi1Li1O4Pd2,202930.0,-5.06
Hf3Pd1Sb7,195052.0,-5.518
Ag1O4S1,290374.0,-4.965
Ag1O4S1,290375.0,-4.933
Ag1O4S1,421341.0,-4.9510000000000005
Cs1O6Se2Y1,238046.0,-6.101
As1O4Sc1,155920.0,-7.182
Ag1O3Sb1,245292.0,-5.05
Ag1O3Sb1,25541.0,-5.042
Ba2O6Sb1Y1,155346.0,-6.992000000000001
Ag1B3O5,428142.0,-7.106
Hf5Sn3,638939.0,-6.909
Bi2O12Pd1Se4,423572.0,-5.358
Br4Cs2I2Pd1,240479.0,-2.555
Br4Cs2I2Pd1,240481.0,-2.555
Ag1Cl1O2,15407.0,-3.0780000000000003
Ag1Cl1O2,16717.0,-2.931
K1La1P2S6,279616.0,-5.115
Bi2Cs2Pd1,658703.0,-2.97
Ag1Cl1O3,30227.0,-3.515
C2Au1Rb1,411252.0,-5.077
C3Al3Y1,606289.0,-6.599
B1Sc3Tl1,44586.0,-5.227
Au2La4O2P4,423802.0,-6.056
Be3Ta1,616429.0,-5.362
Sb3Se1Zr5,651545.0,-6.211
O12S3Ti2,193765.0,-6.606
C2Ag1N2Na1,65697.0,-6.044
O4Sb1Ta1,25548.0,-7.848
P1S5Ti1Tl1,171214.0,-4.987
C1Al2Ta3,606259.0,-7.843
Li1O7P2Sc1,91496.0,-7.401
La2Pb1Pd2,99190.0,-4.357
Ba1O6Pd1Se2,423571.0,-5.471
Si1Sn3Zr5,656294.0,-6.285
I4O12Zr1,15405.0,-5.093999999999999
I2La2P1,418010.0,-4.918
I10Ta7Te24,59377.0,-4.098
B1N3Ta2,182349.0,-8.453
C1Al1La3,185958.0,-5.169
Ag1Cl1O4Pb4,68309.0,-4.769
Cl12O2S2Zr2,16128.0,-4.25
Ag4Sb2Sr1,424311.0,-2.156
C2S2Zr4,43674.0,-7.93
Au1Ca1Sn1,195943.0,-3.287
Be2Ge1La2O7,39117.0,-7.489
Be2Ta1,58739.0,-5.769
Cl3La3O6W1,35158.0,-7.362
Ge1Sb3Zr5,637826.0,-6.277
Ag4P2S6,35628.0,-3.448
La1O9Sb3,55720.0,-6.56
Au2Sn2Sr1,428691.0,-3.167
Ag2Cl1N1O3,8013.0,-4.104
O7Sb1Y3,174071.0,-8.02
O13P4Y2,95880.0,-7.777
Cl1La3S8Si2,412221.0,-5.785
Be1La3S7Sc1,616309.0,-6.103
Pb1Pd2Y2,99189.0,-4.934
Cs2P4S16Ti2,249527.0,-4.917
C2B2La1,94035.0,-7.601
C2B2La1,23300.0,-7.479
C2B2La1,654405.0,-7.479
C2B1Sc2,88804.0,-7.581
Na2O8Pd1Se2,249506.0,-5.001
C8Br4O8W2,49689.0,-6.7860000000000005
As1La1O4,415338.0,-7.172000000000001
Bi2Cl1O4Y1,92405.0,-6.462999999999999
Bi2La1Li3,616769.0,-3.735
Br10O1Ta2Te4,401906.0,-3.9410000000000003
La2O2Te1,89557.0,-7.3020000000000005
La2O2Se1,25804.0,-7.476
Be5Hf1,616291.0,-4.689
Cl3La3O7Si2,82386.0,-7.282
C2Br5La4,418409.0,-5.334
Cl12I2Te6W2,79795.0,-3.429
O7Pt2Sb2,108965.0,-5.422999999999999
K2N4O12Pd1,166766.0,-5.7
La2O4Se1Si1,69552.0,-7.707000000000001
Au1K1N4O12,16141.0,-5.5920000000000005
As2Na4O9Ti1,59321.0,-5.979
Bi2O9Sr1Ta2,93605.0,-7.65
Bi2O9Sr1Ta2,97041.0,-7.627000000000001
Au1K1O8S2,412094.0,-5.377999999999999
Cs1O12Se2Ta3,194704.0,-7.485
As3O1Sr3Ta1,409567.0,-5.63
B1O3Sc1,65010.0,-8.373
B2Hf1,167826.0,-8.077
Ca1Pb1Pt1,602366.0,-3.818
C2Na2Pd1,50172.0,-4.7589999999999995
C1Ta2,409555.0,-9.851
Na4O12P3Sc2,202833.0,-6.8229999999999995
Hf2O9P2,416013.0,-8.437999999999999
Br2La1S2Sb1,93666.0,-4.645
As2Na1O7Sc1,161501.0,-6.51
Ca3Cl2O5W1,2335.0,-6.718
B1Pd3Sc1,190796.0,-4.659
La5P1Pb3,659148.0,-4.963
K3La1O8P2,196127.0,-6.727
C2Al1Ti3,93503.0,-7.2139999999999995
O9S1Zr3,68335.0,-7.899
C1La5Sn3,618188.0,-5.218
La1Sn1Zn1,152623.0,-3.7710000000000004
Ag2P2S6,30531.0,-3.907
O6Sc2Te1,417711.0,-7.287000000000001
Ba1Hf1O8P2,245690.0,-7.922999999999999
C2La2O2,462.0,-8.032
Cl3La2N1,165789.0,-5.899
B3Cl1La2,417604.0,-5.857
C2Au1N2Rb1,66037.0,-6.282
B3La3N6,410598.0,-8.243
C1La1Pd3,190801.0,-4.588
C3Al1Y3,194877.0,-7.148
C1La1,169398.0,-6.005
N3O1Ta2,182352.0,-8.461
La1Pt1Sn1,416901.0,-4.965
La1Pt1Sn1,99274.0,-4.944
Sb4Ta5,52312.0,-6.8660000000000005
Li2O6Te1Zr1,202648.0,-6.449
O8P2Ta1Tl1,190109.0,-7.478
Cl2O2W1,28510.0,-6.281000000000001
Pb3Zr5,648672.0,-5.747999999999999
C2Al1Ta3,249399.0,-8.85
C1Hf1,185978.0,-9.555
Be1La3S7Ti1,616310.0,-6.06
Bi2O11Ti4,20055.0,-7.556
Bi2O11Ti4,79769.0,-7.553999999999999
B4La1O12Sc3,150812.0,-8.353
B4La1O12Sc3,83406.0,-8.353
B4La1O12Sc3,89012.0,-8.353
I3La3Sb1,411804.0,-4.302
P1Sb3Zr5,648093.0,-6.479
Ba1Bi2La1S6,85461.0,-5.09
La3Sn5,641994.0,-4.737
Bi3Pd8,616947.0,-3.522
B2Ta1,44588.0,-8.121
B3Br1La2,417603.0,-5.752000000000001
As1Li1O5Ti1,78105.0,-6.752999999999999
C6I20La14,416016.0,-4.7989999999999995
Na1O7P2Ti1,202751.0,-7.131
As2F18Sb2Sn1,35698.0,-4.677
Cs1F5Te1,200252.0,-4.361000000000001
F5O2S1Sb1,67273.0,-4.907
As2F12Hg4,35412.0,-3.5839999999999996
As1F6N1O2,68906.0,-4.766
F8O1P1Sb1,412743.0,-5.039
Cs1F4I1O1,2754.0,-3.945
Br1F4N1O2,412427.0,-3.8939999999999997
As2F12Hg3,9323.0,-3.762
F12I4Sb2,63301.0,-3.8169999999999997
F12Sb2Te4,201222.0,-4.26
C2F6O3,401780.0,-5.28
F2O1,430183.0,-2.873
F6O1Sn4,78356.0,-5.045
Cs1F3Pb1,93439.0,-4.571000000000001
Cl1F10Sb1,280731.0,-3.4989999999999997
As1F7Hg1,429283.0,-3.8960000000000004
C2F4O4S1,170271.0,-5.777
F10Hg1O2Te2,194226.0,-4.08
F6N3P3,31124.0,-6.105
C4F6Hg2O4,2022.0,-5.472
As2F12N4Se6,73585.0,-4.628
As2Cl3F5O1,82760.0,-4.12
As1F9O1S1,10193.0,-4.334
F2O2S1,62968.0,-5.029
As2F12I4,63300.0,-3.736
F5Te1Tl1,90619.0,-4.239
Cs1F4Sb1,201405.0,-4.673
C3F6,151184.0,-5.598
F6Sn2,33786.0,-4.842
F3I1O1,4076.0,-3.6710000000000003
F6I2O3,201202.0,-3.68
Cs1F3Sn1,236903.0,-4.635
Bi1Cs2F6Rb1,9384.0,-4.46
F2K1N1O1,240891.0,-4.848
As2F12I4S2,14074.0,-3.7969999999999997
F5I1N2O4,406388.0,-4.681
C2F4Te2,73583.0,-4.721
Bi1Cs2F6Na1,9382.0,-4.513999999999999
F6Hg2O1Zn2,27330.0,-3.5060000000000002
Be1F4Tl2,171179.0,-4.747
Be1Cs1F3,9870.0,-5.207999999999999
F2O1Te1,88415.0,-4.7
Cl1F2O1P1,416168.0,-5.1610000000000005
F6Pb2,23467.0,-4.458
F6N3P3,26649.0,-6.109
B1F3N4S4,22253.0,-5.792999999999999
B3F3Li2O4,423661.0,-6.773
Br1Cs1F6,65712.0,-3.2760000000000002
Cl1F1O2S1,62969.0,-4.6339999999999995
Br2Cs1F7,426291.0,-3.1260000000000003
F7Pb1Sb1,429016.0,-4.7010000000000005
F2N3O1P1,248120.0,-6.506
F7Sn1Tl1,78899.0,-4.31
F6Hg3S2Si1,23605.0,-3.94
F2O6S2Sn1,66483.0,-5.591
F6Sb1Tl1,36264.0,-4.525
F2I1K1O2,26600.0,-4.199
F2O2P1Rb1,1980.0,-5.829
C4F6Hg1,165635.0,-5.178
Br1Cs1F4,426292.0,-3.35
F3O4P1Sn3,37133.0,-5.936
F6Hg4O1,99995.0,-2.813
Bi1Cs1F6,15122.0,-4.27
Cs2F6Sn1,291386.0,-4.655
F5O1Sn2,409393.0,-5.081
F6Na1P1,90615.0,-4.971
Cl3F3N3P3,16098.0,-5.513
F6N1O2Sb1,429243.0,-4.843999999999999
Br1F6O2Sb1,173608.0,-4.138999999999999
Cd4F6O1,74031.0,-3.815
Cl1F5Ge1O2,60108.0,-4.247
F4Sb1Tl1,201084.0,-4.551
As1Cl1F8O1,248220.0,-3.7880000000000003
Cl1F6O2Sb1,173609.0,-4.187
As1F6Tl1,417954.0,-4.435
F14Sb4,35709.0,-4.724
F8I1O2Sb1,201199.0,-4.099
Cs2F10O1Sb2,21016.0,-4.763
F30O6Te7,2173.0,-4.302
F30O6Te7,2174.0,-4.302
F4Li1Sb1,428177.0,-4.823
Cs1F6Sb1,201886.0,-4.638999999999999
Ba2Br2F10Pb4,411087.0,-4.9110000000000005
Cs1F7Sb2,14119.0,-4.739
Cs1F1O3S1,82520.0,-5.428
F14I2Pb8,36337.0,-4.613
As2Cs2F8O2,6070.0,-4.819
C4F12P4,23899.0,-4.794
C1Cs1F3O1,69971.0,-5.407
As4Cs1F13,281641.0,-4.702
B1F15O3Te3,27200.0,-4.6419999999999995
As2F8O2Rb2,9028.0,-4.828
As2Cs2F10O1,21061.0,-4.672
F5O2Sb3,67157.0,-5.226
F6O2P1Sb1,51535.0,-5.349
Ba2F10I2Pb4,411088.0,-4.851
Cs2F4O1Te1,411626.0,-4.488
F1Li1O3S1,1384.0,-5.556
F4S1,425996.0,-3.978
F4N4S4,18202.0,-5.079
F4K2O1Te1,412955.0,-4.533
F3K1O1Te1,411806.0,-4.649
C4As4F12,9071.0,-5.122999999999999
F2O1S1,48148.0,-4.743
F2O1Pb2,76964.0,-4.995
Bi7F11O5,167074.0,-5.28
Cl1Cs1F3Sb1,200296.0,-4.365
F2O1Se1,12110.0,-4.423
F3N3S3,21015.0,-5.096
C1B1F6K1,1194.0,-5.461
Cl1Cs1F3Sb1,28222.0,-4.365
C2B1Cs1F8,200869.0,-5.406000000000001
Be1Cs2F4,153084.0,-4.925
C22F14,411879.0,-6.872999999999999
C1Br3F1,72369.0,-3.47
As1F6N1S2,62120.0,-4.665
Cl2F2I2O2,411237.0,-3.205
Be1Cs1F4Li1,42463.0,-5.121
B1Ba1Cl1F4,188654.0,-5.666
F2I1Na1O2,260003.0,-4.191
B10F12,412618.0,-5.9270000000000005
F4O2Sn4,948.0,-5.25
Be2Cs1F5,2801.0,-5.43
Be2F5Tl1,2763.0,-5.341
Cs1F2O2P1,16875.0,-5.825
Cl2F1O1P1,416167.0,-4.7
Br2Cs2F2,84021.0,-3.282
F1O2Rb1S1,93066.0,-5.171
F1O1Sb1,21099.0,-5.492000000000001
F2O3Te2,82162.0,-5.007
F1K1O2S1,93058.0,-5.196000000000001
F1I1O2,280804.0,-4.0
B3F6Na3O3,424505.0,-6.082999999999999
F1O4Rb1S1,8275.0,-5.0969999999999995
Be1Cs2F4,23152.0,-4.925
B2F4,27867.0,-5.841
F3O1P1,250498.0,-5.624
B1Cs1F4,21084.0,-5.547000000000001
F2K1O2P1,26640.0,-5.847
Al2F2O4Si1,237092.0,-7.194
F1O3P1Sn1,2039.0,-6.432
F1O3S1Tl1,424114.0,-5.294
B1Ba1F3O1,16684.0,-6.369
F2N4O6S8,31789.0,-5.4670000000000005
F6P1Tl1,28899.0,-4.873
Br2Cs1F1,84019.0,-2.889
F1K1O2Se1,78398.0,-4.842
B6F2Li2O9,423435.0,-7.371
F1In1O3Te1,260009.0,-5.349
F2K2O5P2,1659.0,-6.1610000000000005
B1F5Li2,426821.0,-5.416
F1N3O2S4,14028.0,-5.525
C1F2O3Pb2,35413.0,-6.132000000000001
F1In1O1,2521.0,-5.2139999999999995
B1F1O3Pb2,423430.0,-6.317
Bi1F1O1,201620.0,-5.461
B6F2O11Pb3,250566.0,-7.1339999999999995
F2O4Pb2S1,69607.0,-5.644
Cl1F1O1Pb2,200213.0,-4.813
C1F1O3Tl3,2515.0,-5.38
F1Hg2O3P1,414292.0,-4.77
Ba2F2Sb2Se4,171429.0,-4.705
B1F3Mg3O3,4226.0,-6.29
